Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Longest Consecutive Sequence,53.6,0.4719066404297415,https://leetcode.com/problems/longest-consecutive-sequence,"Array, Hash Table, Union Find"
EASY,Merge Two Sorted Lists,53.6,0.66289514052412,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
MEDIUM,Count Number of Bad Pairs,53.6,0.5448559854835412,https://leetcode.com/problems/count-number-of-bad-pairs,"Array, Hash Table, Math, Counting"
MEDIUM,Maximum Subarray,53.6,0.5173369560272215,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
MEDIUM,LRU Cache,50.5,0.4443099993738651,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Search in Rotated Sorted Array,50.5,0.4232396700246752,https://leetcode.com/problems/search-in-rotated-sorted-array,"Array, Binary Search"
HARD,Finding MK Average,50.5,0.3795608908545254,https://leetcode.com/problems/finding-mk-average,"Design, Queue, Heap (Priority Queue), Data Stream, Ordered Set"
HARD,Largest Rectangle in Histogram,50.5,0.465994307279407,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
MEDIUM,Generate Parentheses,50.5,0.7652984707443845,https://leetcode.com/problems/generate-parentheses,"String, Dynamic Programming, Backtracking"
EASY,Contains Duplicate II,50.5,0.4812775499724019,https://leetcode.com/problems/contains-duplicate-ii,"Array, Hash Table, Sliding Window"
HARD,Sliding Window Maximum,50.5,0.4724660010659033,https://leetcode.com/problems/sliding-window-maximum,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
EASY,Create a DataFrame from List,50.5,0.8143275733177517,https://leetcode.com/problems/create-a-dataframe-from-list,
HARD,N-Queens,50.5,0.7166910476136805,https://leetcode.com/problems/n-queens,"Array, Backtracking"
MEDIUM,Rotate Image,50.5,0.7717075756878434,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
MEDIUM,Zigzag Conversion,50.5,0.5079123792658975,https://leetcode.com/problems/zigzag-conversion,String
EASY,Search Insert Position,46.9,0.4833837437041764,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
MEDIUM,Spiral Matrix,46.9,0.5293292273196886,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
EASY,Majority Element,46.9,0.6549768718528167,https://leetcode.com/problems/majority-element,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
MEDIUM,Single Element in a Sorted Array,46.9,0.5915651550824035,https://leetcode.com/problems/single-element-in-a-sorted-array,"Array, Binary Search"
EASY,Valid Anagram,46.9,0.6615041387591161,https://leetcode.com/problems/valid-anagram,"Hash Table, String, Sorting"
MEDIUM,Reverse Words in a String,46.9,0.5006636000457989,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String"
MEDIUM,Container With Most Water,46.9,0.5717349107192083,https://leetcode.com/problems/container-with-most-water,"Array, Two Pointers, Greedy"
MEDIUM,Rotate Array,46.9,0.4246122078866147,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers"
EASY,Remove Element,46.9,0.594380162102366,https://leetcode.com/problems/remove-element,"Array, Two Pointers"
EASY,Special Array I,42.4,0.8211341941120445,https://leetcode.com/problems/special-array-i,Array
EASY,Article Views I,42.4,0.7712504128034772,https://leetcode.com/problems/article-views-i,Database
EASY,Clear Digits,42.4,0.8275591952999822,https://leetcode.com/problems/clear-digits,"String, Stack, Simulation"
MEDIUM,Decode String,42.4,0.6068660634109276,https://leetcode.com/problems/decode-string,"String, Stack, Recursion"
HARD,Candy,42.4,0.4438421040357648,https://leetcode.com/problems/candy,"Array, Greedy"
MEDIUM,Merge Intervals,42.4,0.4880649271096516,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
MEDIUM,Find the Number of Distinct Colors Among the Balls,42.4,0.5430930089798767,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls,"Array, Hash Table, Simulation"
MEDIUM,Subsets,42.4,0.8025894997461674,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
MEDIUM,Remove All Occurrences of a Substring,42.4,0.7798068651327348,https://leetcode.com/problems/remove-all-occurrences-of-a-substring,"String, Stack, Simulation"
MEDIUM,Next Permutation,42.4,0.423240509456743,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
EASY,Max Consecutive Ones,42.4,0.6177042105813005,https://leetcode.com/problems/max-consecutive-ones,Array
MEDIUM,Reverse Integer,42.4,0.2986431235283417,https://leetcode.com/problems/reverse-integer,Math
MEDIUM,Kth Largest Element in an Array,36.7,0.676204131851813,https://leetcode.com/problems/kth-largest-element-in-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
MEDIUM,"Pow(x, n)",36.7,0.3647742538790063,https://leetcode.com/problems/powx-n,"Math, Recursion"
HARD,Russian Doll Envelopes,36.7,0.3719137919994145,https://leetcode.com/problems/russian-doll-envelopes,"Array, Binary Search, Dynamic Programming, Sorting"
MEDIUM,Coin Change,36.7,0.4581322419962037,https://leetcode.com/problems/coin-change,"Array, Dynamic Programming, Breadth-First Search"
EASY,Valid Palindrome II,36.7,0.4247643132821805,https://leetcode.com/problems/valid-palindrome-ii,"Two Pointers, String, Greedy"
EASY,Valid Parentheses,36.7,0.4184517647655837,https://leetcode.com/problems/valid-parentheses,"String, Stack"
MEDIUM,Palindrome Partitioning,36.7,0.7138387050735545,https://leetcode.com/problems/palindrome-partitioning,"String, Dynamic Programming, Backtracking"
MEDIUM,Number of Islands,36.7,0.6158088481082719,https://leetcode.com/problems/number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
MEDIUM,Tuple with Same Product,36.7,0.7024833515722166,https://leetcode.com/problems/tuple-with-same-product,"Array, Hash Table, Counting"
EASY,Big Countries,36.7,0.6820234299281646,https://leetcode.com/problems/big-countries,Database
MEDIUM,Group Anagrams,36.7,0.7033699077307562,https://leetcode.com/problems/group-anagrams,"Array, Hash Table, String, Sorting"
EASY,Move Zeroes,36.7,0.6254444097752963,https://leetcode.com/problems/move-zeroes,"Array, Two Pointers"
MEDIUM,Product of Array Except Self,36.7,0.6738352589943034,https://leetcode.com/problems/product-of-array-except-self,"Array, Prefix Sum"
EASY,Average Time of Process per Machine,36.7,0.6887760578951257,https://leetcode.com/problems/average-time-of-process-per-machine,Database
MEDIUM,House Robber,36.7,0.5198830720979272,https://leetcode.com/problems/house-robber,"Array, Dynamic Programming"
HARD,Binary Tree Maximum Path Sum,36.7,0.4090448036873184,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
EASY,Maximum Average Subarray I,36.7,0.4468313517954666,https://leetcode.com/problems/maximum-average-subarray-i,"Array, Sliding Window"
HARD,Longest Valid Parentheses,36.7,0.3569446422857378,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
HARD,Split Array Largest Sum,36.7,0.5740391597510374,https://leetcode.com/problems/split-array-largest-sum,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum"
MEDIUM,The Earliest Moment When Everyone Become Friends,36.7,0.6558497353527486,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,"Array, Union Find, Sorting"
HARD,Text Justification,36.7,0.4709329657933009,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
EASY,Plus One,36.7,0.4704643565412813,https://leetcode.com/problems/plus-one,"Array, Math"
EASY,Find Customer Referee,36.7,0.7160244833030334,https://leetcode.com/problems/find-customer-referee,Database
MEDIUM,Hand of Straights,28.9,0.5687187307271782,https://leetcode.com/problems/hand-of-straights,"Array, Hash Table, Greedy, Sorting"
EASY,Palindrome Linked List,28.9,0.5516246861737641,https://leetcode.com/problems/palindrome-linked-list,"Linked List, Two Pointers, Stack, Recursion"
MEDIUM,Surrounded Regions,28.9,0.4203103247931608,https://leetcode.com/problems/surrounded-regions,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
EASY,Sqrt(x),28.9,0.4002706754475305,https://leetcode.com/problems/sqrtx,"Math, Binary Search"
MEDIUM,Two Sum II - Input Array Is Sorted,28.9,0.6287751406822689,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,"Array, Two Pointers, Binary Search"
EASY,Reverse Linked List,28.9,0.7865003484224354,https://leetcode.com/problems/reverse-linked-list,"Linked List, Recursion"
MEDIUM,Online Stock Span,28.9,0.6720055080034135,https://leetcode.com/problems/online-stock-span,"Stack, Design, Monotonic Stack, Data Stream"
EASY,Concatenation of Array,28.9,0.9036397650070565,https://leetcode.com/problems/concatenation-of-array,"Array, Simulation"
MEDIUM,String Compression,28.9,0.5727269065965125,https://leetcode.com/problems/string-compression,"Two Pointers, String"
EASY,Transpose Matrix,28.9,0.7366755446610256,https://leetcode.com/problems/transpose-matrix,"Array, Matrix, Simulation"
EASY,Check if One String Swap Can Make Strings Equal,28.9,0.4946871351172619,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,"Hash Table, String, Counting"
MEDIUM,Maximum Width Ramp,28.9,0.5563674103588033,https://leetcode.com/problems/maximum-width-ramp,"Array, Two Pointers, Stack, Monotonic Stack"
MEDIUM,Sort Colors,28.9,0.6636207416579357,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
EASY,Contains Duplicate,28.9,0.6281694185137757,https://leetcode.com/problems/contains-duplicate,"Array, Hash Table, Sorting"
HARD,Find Median from Data Stream,28.9,0.5297430019089757,https://leetcode.com/problems/find-median-from-data-stream,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
HARD,Merge k Sorted Lists,28.9,0.5579527291964019,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
EASY,Maximum Ascending Subarray Sum,28.9,0.6655727438594801,https://leetcode.com/problems/maximum-ascending-subarray-sum,Array
MEDIUM,Construct Binary Tree from Preorder and Inorder Traversal,28.9,0.6613180852208892,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Remove Duplicates from Sorted Array II,28.9,0.6215197832859646,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Array, Two Pointers"
MEDIUM,Largest Number,100.0,0.4086060961168474,https://leetcode.com/problems/largest-number,"Array, String, Greedy, Sorting"
MEDIUM,Rotting Oranges,89.0,0.5596871680478486,https://leetcode.com/problems/rotting-oranges,"Array, Breadth-First Search, Matrix"
MEDIUM,Fair Distribution of Cookies,89.0,0.6930948473908762,https://leetcode.com/problems/fair-distribution-of-cookies,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
MEDIUM,Number of Islands,89.0,0.6158095716254219,https://leetcode.com/problems/number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
MEDIUM,Merge Intervals,89.0,0.4880655232188065,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
MEDIUM,Daily Temperatures,89.0,0.6696879068677921,https://leetcode.com/problems/daily-temperatures,"Array, Stack, Monotonic Stack"
MEDIUM,Convert Sorted List to Binary Search Tree,100.0,0.6386789577936919,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
HARD,Max Stack,68.2,0.452812440007679,https://leetcode.com/problems/max-stack,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set"
HARD,Minimum Window Substring,68.2,0.446649014064627,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window"
EASY,Merge Strings Alternately,100.0,0.8181647377753473,https://leetcode.com/problems/merge-strings-alternately,"Two Pointers, String"
EASY,Create Hello World Function,100.0,0.8182506138241885,https://leetcode.com/problems/create-hello-world-function,
EASY,Two Sum,86.2,0.5507379474473412,https://leetcode.com/problems/two-sum,"Array, Hash Table"
EASY,Best Time to Buy and Sell Stock,81.2,0.5476980767748527,https://leetcode.com/problems/best-time-to-buy-and-sell-stock,"Array, Dynamic Programming"
EASY,Longest Common Prefix,75.2,0.4488789987569076,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
EASY,Merge Sorted Array,75.2,0.5225683816898407,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
MEDIUM,Reverse Words in a String,75.2,0.5006636000457989,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String"
EASY,Remove Duplicates from Sorted Array,67.5,0.5945074427312362,https://leetcode.com/problems/remove-duplicates-from-sorted-array,"Array, Two Pointers"
MEDIUM,Linked List Cycle II,67.5,0.5400135277360298,https://leetcode.com/problems/linked-list-cycle-ii,"Hash Table, Linked List, Two Pointers"
MEDIUM,Longest Consecutive Sequence,67.5,0.4719066516236731,https://leetcode.com/problems/longest-consecutive-sequence,"Array, Hash Table, Union Find"
HARD,Median of Two Sorted Arrays,67.5,0.4293936382707499,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
EASY,Reverse Vowels of a String,67.5,0.5701983375251012,https://leetcode.com/problems/reverse-vowels-of-a-string,"Two Pointers, String"
MEDIUM,Add Two Numbers,67.5,0.454396553222087,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion"
MEDIUM,Longest Substring Without Repeating Characters,67.5,0.3632668741899574,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
EASY,Recyclable and Low Fat Products,67.5,0.89376348169127,https://leetcode.com/problems/recyclable-and-low-fat-products,Database
EASY,Palindrome Number,67.5,0.586536066071973,https://leetcode.com/problems/palindrome-number,Math
HARD,Sliding Window Maximum,56.6,0.4724660010659033,https://leetcode.com/problems/sliding-window-maximum,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
EASY,Replace Employee ID With The Unique Identifier,56.6,0.8360614528121872,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,Database
EASY,Is Subsequence,56.6,0.4820857281006525,https://leetcode.com/problems/is-subsequence,"Two Pointers, String, Dynamic Programming"
MEDIUM,Construct Binary Tree from Preorder and Postorder Traversal,56.6,0.7803236448105565,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Length of Longest Fibonacci Subsequence,56.6,0.5768407999766278,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,"Array, Hash Table, Dynamic Programming"
MEDIUM,Merge Intervals,56.6,0.4880648475123527,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
HARD,Shortest Common Supersequence ,56.6,0.6131480233926713,https://leetcode.com/problems/shortest-common-supersequence,"String, Dynamic Programming"
MEDIUM,Gas Station,56.6,0.4597817648964999,https://leetcode.com/problems/gas-station,"Array, Greedy"
HARD,Recover a Tree From Preorder Traversal,56.6,0.8330259362839801,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal,"String, Tree, Depth-First Search, Binary Tree"
HARD,Trapping Rain Water,56.6,0.6428753017089767,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
EASY,Power of Two,56.6,0.4820304883985657,https://leetcode.com/problems/power-of-two,"Math, Bit Manipulation, Recursion"
MEDIUM,Partition Array According to Given Pivot,56.6,0.8995454182370071,https://leetcode.com/problems/partition-array-according-to-given-pivot,"Array, Two Pointers, Simulation"
MEDIUM,Daily Temperatures,56.6,0.6696868370905692,https://leetcode.com/problems/daily-temperatures,"Array, Stack, Monotonic Stack"
EASY,Happy Number,56.6,0.5756141841654789,https://leetcode.com/problems/happy-number,"Hash Table, Math, Two Pointers"
MEDIUM,Permutations,56.6,0.8013988654300767,https://leetcode.com/problems/permutations,"Array, Backtracking"
MEDIUM,Binary Tree Zigzag Level Order Traversal,56.6,0.6100932081428964,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
MEDIUM,Validate Binary Search Tree,56.6,0.3398040793723859,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
EASY,Search Insert Position,56.6,0.4833837437041764,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
MEDIUM,Two Sum II - Input Array Is Sorted,56.6,0.6287749856161078,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,"Array, Two Pointers, Binary Search"
MEDIUM,String to Integer (atoi),56.6,0.1871713718875585,https://leetcode.com/problems/string-to-integer-atoi,String
EASY,Find Winner on a Tic Tac Toe Game,56.6,0.5409290484448216,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,"Array, Hash Table, Matrix, Simulation"
MEDIUM,Number of Islands,56.6,0.6158088481082719,https://leetcode.com/problems/number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
MEDIUM,LRU Cache,56.6,0.4443101236370108,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Next Permutation,56.6,0.423240509456743,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
EASY,Roman to Integer,56.6,0.6415381287729184,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
MEDIUM,Tuple with Same Product,56.6,0.7024833515722166,https://leetcode.com/problems/tuple-with-same-product,"Array, Hash Table, Counting"
MEDIUM,Subarray Sum Equals K,56.6,0.4493129422155238,https://leetcode.com/problems/subarray-sum-equals-k,"Array, Hash Table, Prefix Sum"
MEDIUM,Find the Minimum and Maximum Number of Nodes Between Critical Points,56.6,0.6959478520569173,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Linked List
MEDIUM,Max Sum of a Pair With Equal Sum of Digits,56.6,0.6603021377453575,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Sorting, Heap (Priority Queue)"
MEDIUM,Sort Colors,56.6,0.6636207416579357,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
MEDIUM,Cheapest Flights Within K Stops,56.6,0.400612109829592,https://leetcode.com/problems/cheapest-flights-within-k-stops,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
MEDIUM,Reverse Integer,56.6,0.2986431235283417,https://leetcode.com/problems/reverse-integer,Math
HARD,Subarrays with K Different Integers,56.6,0.6508083495467054,https://leetcode.com/problems/subarrays-with-k-different-integers,"Array, Hash Table, Sliding Window, Counting"
MEDIUM,Jump Game II,56.6,0.4113845981756983,https://leetcode.com/problems/jump-game-ii,"Array, Dynamic Programming, Greedy"
EASY,Maximum Ascending Subarray Sum,56.6,0.6655727438594801,https://leetcode.com/problems/maximum-ascending-subarray-sum,Array
MEDIUM,Perfect Squares,56.6,0.5543480454960501,https://leetcode.com/problems/perfect-squares,"Math, Dynamic Programming, Breadth-First Search"
EASY,Sqrt(x),56.6,0.4002706097370584,https://leetcode.com/problems/sqrtx,"Math, Binary Search"
EASY,Merge Two Sorted Lists,56.6,0.6628951851492473,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
HARD,All O`one Data Structure,56.6,0.4483506170768279,https://leetcode.com/problems/all-oone-data-structure,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Evaluate Reverse Polish Notation,56.6,0.5407071178038223,https://leetcode.com/problems/evaluate-reverse-polish-notation,"Array, Math, Stack"
MEDIUM,Longest Common Subsequence,56.6,0.5799219960778926,https://leetcode.com/problems/longest-common-subsequence,"String, Dynamic Programming"
EASY,Move Zeroes,56.6,0.6254443069009723,https://leetcode.com/problems/move-zeroes,"Array, Two Pointers"
HARD,Merge k Sorted Lists,56.6,0.5579528330363718,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
MEDIUM,3Sum,56.6,0.3642305409450558,https://leetcode.com/problems/3sum,"Array, Two Pointers, Sorting"
EASY,Intersection of Two Arrays,56.6,0.7600194344348108,https://leetcode.com/problems/intersection-of-two-arrays,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
MEDIUM,Boundary of Binary Tree,100.0,0.467871197365484,https://leetcode.com/problems/boundary-of-binary-tree,"Tree, Depth-First Search, Binary Tree"
MEDIUM,Spiral Matrix,100.0,0.5293297276822649,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
MEDIUM,Number of Islands,100.0,0.6158088481082719,https://leetcode.com/problems/number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
MEDIUM,LRU Cache,85.9,0.4443101236370108,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
HARD,Sliding Window Maximum,85.9,0.4724660010659033,https://leetcode.com/problems/sliding-window-maximum,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
MEDIUM,Binary Tree Right Side View,74.7,0.6563563918832296,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Design Authentication Manager,74.7,0.5812962442633699,https://leetcode.com/problems/design-authentication-manager,"Hash Table, Linked List, Design, Doubly-Linked List"
EASY,Count Vowel Substrings of a String,74.7,0.6991177568100645,https://leetcode.com/problems/count-vowel-substrings-of-a-string,"Hash Table, String"
HARD,Binary Tree Maximum Path Sum,74.7,0.4090449652987631,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
MEDIUM,Remove All Adjacent Duplicates in String II,74.7,0.5910194937772792,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,"String, Stack"
MEDIUM,Longest Increasing Subsequence,74.7,0.5717091401226735,https://leetcode.com/problems/longest-increasing-subsequence,"Array, Binary Search, Dynamic Programming"
MEDIUM,Min Stack,74.7,0.5591516149558924,https://leetcode.com/problems/min-stack,"Stack, Design"
MEDIUM,Palindromic Substrings,74.7,0.7126854175577977,https://leetcode.com/problems/palindromic-substrings,"Two Pointers, String, Dynamic Programming"
EASY,Two Sum,74.7,0.5507379859046995,https://leetcode.com/problems/two-sum,"Array, Hash Table"
MEDIUM,Meeting Rooms II,74.7,0.5191555846903048,https://leetcode.com/problems/meeting-rooms-ii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
EASY,Plus One,100.0,0.4704636694726021,https://leetcode.com/problems/plus-one,"Array, Math"
MEDIUM,Design a Stack With Increment Operation,100.0,0.8046685181714401,https://leetcode.com/problems/design-a-stack-with-increment-operation,"Array, Stack, Design"
MEDIUM,Design Hit Counter,100.0,0.690145319433361,https://leetcode.com/problems/design-hit-counter,"Array, Binary Search, Design, Queue, Data Stream"
MEDIUM,Merge Intervals,100.0,0.488065443621579,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
MEDIUM,Binary Tree Vertical Order Traversal,100.0,0.5656256331650766,https://leetcode.com/problems/binary-tree-vertical-order-traversal,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
EASY,Valid Word Abbreviation,99.3,0.3661202043910849,https://leetcode.com/problems/valid-word-abbreviation,"Two Pointers, String"
MEDIUM,Minimum Remove to Make Valid Parentheses,95.8,0.7021813233962461,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,"String, Stack"
MEDIUM,Basic Calculator II,89.5,0.4525727790930288,https://leetcode.com/problems/basic-calculator-ii,"Math, String, Stack"
MEDIUM,Buildings With an Ocean View,88.9,0.8051517608367972,https://leetcode.com/problems/buildings-with-an-ocean-view,"Array, Stack, Monotonic Stack"
MEDIUM,Lowest Common Ancestor of a Binary Tree III,88.9,0.8189684562161684,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,"Hash Table, Two Pointers, Tree, Binary Tree"
MEDIUM,Find Peak Element,88.3,0.463355093278225,https://leetcode.com/problems/find-peak-element,"Array, Binary Search"
MEDIUM,Kth Largest Element in an Array,87.7,0.6762046146263659,https://leetcode.com/problems/kth-largest-element-in-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
EASY,Diameter of Binary Tree,87.1,0.6275677346995255,https://leetcode.com/problems/diameter-of-binary-tree,"Tree, Depth-First Search, Binary Tree"
EASY,Merge Sorted Array,86.4,0.5225683291634523,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
MEDIUM,Subarray Sum Equals K,85.8,0.4493129422155238,https://leetcode.com/problems/subarray-sum-equals-k,"Array, Hash Table, Prefix Sum"
MEDIUM,Nested List Weight Sum,85.1,0.8517364406270648,https://leetcode.com/problems/nested-list-weight-sum,"Depth-First Search, Breadth-First Search"
MEDIUM,Simplify Path,84.4,0.4659588384849148,https://leetcode.com/problems/simplify-path,"String, Stack"
EASY,Valid Palindrome II,84.4,0.4247643132821805,https://leetcode.com/problems/valid-palindrome-ii,"Two Pointers, String, Greedy"
MEDIUM,Lowest Common Ancestor of a Binary Tree,82.1,0.656696581898547,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,"Tree, Depth-First Search, Binary Tree"
MEDIUM,Random Pick with Weight,81.3,0.4820817185952007,https://leetcode.com/problems/random-pick-with-weight,"Array, Math, Binary Search, Prefix Sum, Randomized"
MEDIUM,Copy List with Random Pointer,79.6,0.5950407415071429,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List"
EASY,Moving Average from Data Stream,78.7,0.7958752895040448,https://leetcode.com/problems/moving-average-from-data-stream,"Array, Design, Queue, Data Stream"
MEDIUM,"Pow(x, n)",77.7,0.3647741431378944,https://leetcode.com/problems/powx-n,"Math, Recursion"
MEDIUM,Dot Product of Two Sparse Vectors,76.7,0.8990960800276102,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,"Array, Hash Table, Two Pointers, Design"
EASY,Range Sum of BST,75.7,0.8734529139523056,https://leetcode.com/problems/range-sum-of-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Top K Frequent Elements,74.6,0.6408010960254608,https://leetcode.com/problems/top-k-frequent-elements,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
EASY,Valid Palindrome,73.4,0.5015482365524061,https://leetcode.com/problems/valid-palindrome,"Two Pointers, String"
MEDIUM,Custom Sort String,73.4,0.7171039441098149,https://leetcode.com/problems/custom-sort-string,"Hash Table, String, Sorting"
MEDIUM,Sum Root to Leaf Numbers,73.4,0.6788846173944515,https://leetcode.com/problems/sum-root-to-leaf-numbers,"Tree, Depth-First Search, Binary Tree"
MEDIUM,Binary Tree Right Side View,72.2,0.6563558604499753,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Maximum Swap,72.2,0.5172307260216262,https://leetcode.com/problems/maximum-swap,"Math, Greedy"
MEDIUM,LRU Cache,72.2,0.4443099993738651,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Merge Intervals,70.9,0.4880647523431626,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
MEDIUM,K Closest Points to Origin,70.9,0.675534008616372,https://leetcode.com/problems/k-closest-points-to-origin,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect"
HARD,Vertical Order Traversal of a Binary Tree,69.5,0.5037496864925847,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
HARD,Valid Number,69.5,0.2110761208014496,https://leetcode.com/problems/valid-number,String
